0	0
1	1
10	2
100	3
1000	4
10000	5
10001	6
10002	7
10003	8
10004	9
10005	10
10006	11
10007	12
10008	13
10009	14
1001	15
10010	16
10011	17
10012	18
10013	19
10014	20
10015	21
10016	22
10017	23
10018	24
10019	25
1002	26
10020	27
10021	28
10022	29
10023	30
10024	31
10025	32
10026	33
10027	34
10028	35
10029	36
1003	37
10030	38
10031	39
10032	40
10033	41
10034	42
10035	43
10036	44
10037	45
10038	46
10039	47
1004	48
10040	49
10041	50
10042	51
10043	52
10044	53
10045	54
10046	55
10047	56
10048	57
10049	58
1005	59
10050	60
10051	61
10052	62
10053	63
10054	64
10055	65
10056	66
10057	67
10058	68
10059	69
1006	70
10060	71
10061	72
10062	73
10063	74
10064	75
10065	76
10066	77
10067	78
10068	79
10069	80
1007	81
10070	82
10071	83
10072	84
10073	85
10074	86
10075	87
10076	88
10077	89
10078	90
10079	91
1008	92
10080	93
10081	94
10082	95
10083	96
10084	97
10085	98
10086	99
10087	100
10088	101
10089	102
1009	103
10090	104
10091	105
10092	106
10093	107
10094	108
10095	109
10096	110
10097	111
10098	112
10099	113
101	114
1010	115
10100	116
10101	117
10102	118
10103	119
10104	120
10105	121
10106	122
10107	123
10108	124
10109	125
1011	126
10110	127
10111	128
10112	129
10113	130
10114	131
10115	132
10116	133
10117	134
10118	135
10119	136
1012	137
10120	138
10121	139
10122	140
10123	141
10124	142
10125	143
10126	144
10127	145
10128	146
10129	147
1013	148
10130	149
10131	150
10132	151
10133	152
10134	153
10135	154
10136	155
10137	156
10138	157
10139	158
1014	159
10140	160
10141	161
10142	162
10143	163
10144	164
10145	165
10146	166
10147	167
10148	168
10149	169
1015	170
10150	171
10151	172
10152	173
10153	174
10154	175
10155	176
10156	177
10157	178
10158	179
10159	180
1016	181
10160	182
10161	183
10162	184
10163	185
10164	186
10165	187
10166	188
10167	189
10168	190
10169	191
1017	192
10170	193
10171	194
10172	195
10173	196
10174	197
10175	198
10176	199
10177	200
10178	201
10179	202
1018	203
10180	204
10181	205
10182	206
10183	207
10184	208
10185	209
10186	210
10187	211
10188	212
10189	213
1019	214
10190	215
10191	216
10192	217
10193	218
10194	219
10195	220
10196	221
10197	222
10198	223
10199	224
102	225
1020	226
10200	227
10201	228
10202	229
10203	230
10204	231
10205	232
10206	233
10207	234
10208	235
10209	236
1021	237
10210	238
10211	239
10212	240
10213	241
10214	242
10215	243
10216	244
10217	245
10218	246
10219	247
1022	248
10220	249
10221	250
10222	251
10223	252
10224	253
10225	254
10226	255
10227	256
10228	257
10229	258
1023	259
10230	260
10231	261
10232	262
10233	263
10234	264
10235	265
10236	266
10237	267
10238	268
10239	269
1024	270
10240	271
10241	272
10242	273
10243	274
10244	275
10245	276
10246	277
10247	278
10248	279
10249	280
1025	281
10250	282
10251	283
10252	284
10253	285
10254	286
10255	287
10256	288
10257	289
10258	290
10259	291
1026	292
10260	293
10261	294
10262	295
10263	296
10264	297
10265	298
10266	299
10267	300
10268	301
10269	302
1027	303
10270	304
10271	305
10272	306
10273	307
10274	308
10275	309
10276	310
10277	311
10278	312
10279	313
1028	314
10280	315
10281	316
10282	317
10283	318
10284	319
10285	320
10286	321
10287	322
10288	323
10289	324
1029	325
10290	326
10291	327
10292	328
10293	329
10294	330
10295	331
10296	332
10297	333
10298	334
10299	335
103	336
1030	337
10300	338
10301	339
10302	340
10303	341
10304	342
10305	343
10306	344
10307	345
10308	346
10309	347
1031	348
10310	349
10311	350
10312	351
10313	352
10314	353
10315	354
10316	355
10317	356
10318	357
10319	358
1032	359
10320	360
10321	361
10322	362
10323	363
10324	364
10325	365
10326	366
10327	367
10328	368
10329	369
1033	370
10330	371
10331	372
10332	373
10333	374
10334	375
10335	376
10336	377
10337	378
10338	379
10339	380
1034	381
10340	382
10341	383
10342	384
10343	385
10344	386
10345	387
10346	388
10347	389
10348	390
10349	391
1035	392
10350	393
10351	394
10352	395
10353	396
10354	397
10355	398
10356	399
10357	400
10358	401
10359	402
1036	403
10360	404
10361	405
10362	406
10363	407
10364	408
10365	409
10366	410
10367	411
10368	412
10369	413
1037	414
10370	415
10371	416
10372	417
10373	418
10374	419
10375	420
10376	421
10377	422
10378	423
10379	424
1038	425
10380	426
10381	427
10382	428
10383	429
10384	430
10385	431
10386	432
10387	433
10388	434
10389	435
1039	436
10390	437
10391	438
10392	439
10393	440
10394	441
10395	442
10396	443
10397	444
10398	445
10399	446
104	447
1040	448
10400	449
10401	450
10402	451
10403	452
10404	453
10405	454
10406	455
10407	456
10408	457
10409	458
1041	459
10410	460
10411	461
10412	462
10413	463
10414	464
10415	465
10416	466
10417	467
10418	468
10419	469
1042	470
10420	471
10421	472
10422	473
10423	474
10424	475
10425	476
10426	477
10427	478
10428	479
10429	480
1043	481
10430	482
10431	483
10432	484
10433	485
10434	486
10435	487
10436	488
10437	489
10438	490
10439	491
1044	492
10440	493
10441	494
10442	495
10443	496
10444	497
10445	498
10446	499
10447	500
10448	501
10449	502
1045	503
10450	504
10451	505
10452	506
10453	507
10454	508
10455	509
10456	510
10457	511
10458	512
10459	513
1046	514
10460	515
10461	516
10462	517
10463	518
10464	519
10465	520
10466	521
10467	522
10468	523
10469	524
1047	525
10470	526
10471	527
10472	528
10473	529
10474	530
10475	531
10476	532
10477	533
10478	534
10479	535
1048	536
10480	537
10481	538
10482	539
10483	540
10484	541
10485	542
10486	543
10487	544
10488	545
10489	546
1049	547
10490	548
10491	549
10492	550
10493	551
10494	552
10495	553
10496	554
10497	555
10498	556
10499	557
105	558
1050	559
10500	560
10501	561
10502	562
10503	563
10504	564
10505	565
10506	566
10507	567
10508	568
10509	569
1051	570
10510	571
10511	572
10512	573
10513	574
10514	575
10515	576
10516	577
10517	578
10518	579
10519	580
1052	581
10520	582
10521	583
10522	584
10523	585
10524	586
10525	587
10526	588
10527	589
10528	590
10529	591
1053	592
10530	593
10531	594
10532	595
10533	596
10534	597
10535	598
10536	599
10537	600
10538	601
10539	602
1054	603
10540	604
10541	605
10542	606
10543	607
10544	608
10545	609
10546	610
10547	611
10548	612
10549	613
1055	614
10550	615
10551	616
10552	617
10553	618
10554	619
10555	620
10556	621
10557	622
10558	623
10559	624
1056	625
10560	626
10561	627
10562	628
10563	629
10564	630
10565	631
10566	632
10567	633
10568	634
10569	635
1057	636
10570	637
10571	638
10572	639
10573	640
10574	641
10575	642
10576	643
10577	644
10578	645
10579	646
1058	647
10580	648
10581	649
10582	650
10583	651
10584	652
10585	653
10586	654
10587	655
10588	656
10589	657
1059	658
10590	659
10591	660
10592	661
10593	662
10594	663
10595	664
10596	665
10597	666
10598	667
10599	668
106	669
1060	670
10600	671
10601	672
10602	673
10603	674
10604	675
10605	676
10606	677
10607	678
10608	679
10609	680
1061	681
10610	682
10611	683
10612	684
10613	685
10614	686
10615	687
10616	688
10617	689
10618	690
10619	691
1062	692
10620	693
10621	694
10622	695
10623	696
10624	697
10625	698
10626	699
10627	700
10628	701
10629	702
1063	703
10630	704
10631	705
10632	706
10633	707
10634	708
10635	709
10636	710
10637	711
10638	712
10639	713
1064	714
10640	715
10641	716
10642	717
10643	718
10644	719
10645	720
10646	721
10647	722
10648	723
10649	724
1065	725
10650	726
10651	727
10652	728
10653	729
10654	730
10655	731
10656	732
10657	733
10658	734
10659	735
1066	736
10660	737
10661	738
10662	739
10663	740
10664	741
10665	742
10666	743
10667	744
10668	745
10669	746
1067	747
10670	748
10671	749
10672	750
10673	751
10674	752
10675	753
10676	754
10677	755
10678	756
10679	757
1068	758
10680	759
10681	760
10682	761
10683	762
10684	763
10685	764
10686	765
10687	766
10688	767
10689	768
1069	769
10690	770
10691	771
10692	772
10693	773
10694	774
10695	775
10696	776
10697	777
10698	778
10699	779
107	780
1070	781
10700	782
10701	783
10702	784
10703	785
10704	786
10705	787
10706	788
10707	789
10708	790
10709	791
1071	792
10710	793
10711	794
10712	795
10713	796
10714	797
10715	798
10716	799
10717	800
10718	801
10719	802
1072	803
10720	804
10721	805
10722	806
10723	807
10724	808
10725	809
10726	810
10727	811
10728	812
10729	813
1073	814
10730	815
10731	816
10732	817
10733	818
10734	819
10735	820
10736	821
10737	822
10738	823
10739	824
1074	825
10740	826
10741	827
10742	828
10743	829
10744	830
10745	831
10746	832
10747	833
10748	834
10749	835
1075	836
10750	837
10751	838
10752	839
10753	840
10754	841
10755	842
10756	843
10757	844
10758	845
10759	846
1076	847
10760	848
10761	849
10762	850
10763	851
10764	852
10765	853
10766	854
10767	855
10768	856
10769	857
1077	858
10770	859
10771	860
10772	861
10773	862
10774	863
